time_s,pos,setpoint,error,p_term,i_term,d_term,pid_out,velocity,motor_pos,kp,ki,kd,deadband,lead_ms,lag_ms,integral_accum,ball_px_x,ball_px_y,ball_radius,auto,integral_on,leadlag_on
10.5849,0.7565,0.5000,0.2565,102.58,20.00,-59.38,63.2,27.2,-1016.7,400.0,20.0,5000.0,0.0010,500,150,1.000000,484,242,22,1,1,1
10.6536,0.7563,0.5000,0.2563,102.54,20.00,-8.47,114.1,-148.5,-1026.9,400.0,20.0,5000.0,0.0010,500,150,1.000000,484,242,22,1,1,1
10.7173,0.7559,0.5000,0.2559,102.38,20.00,-31.21,91.2,-70.6,-1031.4,400.0,20.0,5000.0,0.0010,500,150,1.000000,483,242,22,1,1,1
10.7851,0.7559,0.5000,0.2559,102.36,20.00,-2.68,119.7,-163.2,-1042.4,400.0,20.0,5000.0,0.0010,500,150,1.000000,483,243,22,1,1,1
10.8531,0.7557,0.5000,0.2557,102.27,20.00,-17.12,105.1,-109.5,-1049.9,400.0,20.0,5000.0,0.0010,500,150,1.000000,483,242,22,1,1,1
10.9174,0.7559,0.5000,0.2559,102.38,20.00,21.57,144.0,-229.0,-1064.6,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
10.9854,0.7556,0.5000,0.2556,102.23,20.00,-27.83,94.4,-58.4,-1068.6,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
11.0494,0.7560,0.5000,0.2560,102.39,20.00,30.88,153.3,-248.1,-1084.5,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,243,22,1,1,1
11.1175,0.7557,0.5000,0.2557,102.27,20.00,-20.50,101.8,-69.6,-1089.2,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
11.1860,0.7559,0.5000,0.2559,102.37,20.00,18.05,140.4,-195.9,-1102.6,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
11.2498,0.7555,0.5000,0.2555,102.19,20.00,-36.47,85.7,-15.2,-1103.6,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
11.3179,0.7558,0.5000,0.2558,102.32,20.00,24.74,147.1,-219.5,-1118.5,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
11.3815,0.7558,0.5000,0.2558,102.32,20.00,0.00,122.3,-128.4,-1126.7,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
11.4497,0.7557,0.5000,0.2557,102.28,20.00,-7.21,115.1,-104.7,-1133.9,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,243,22,1,1,1
11.5176,0.7550,0.5000,0.2550,102.01,20.00,-49.74,72.3,26.0,-1132.1,400.0,20.0,5000.0,0.0000,500,150,1.000000,483,242,22,1,1,1
11.5820,0.7543,0.5000,0.2543,101.71,20.00,-59.21,62.5,36.9,-1129.7,400.0,20.0,5000.0,0.0000,500,150,1.000000,482,242,22,1,1,1
11.6491,0.7530,0.5000,0.2530,101.19,20.00,-95.92,25.3,132.7,-1120.8,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
11.7134,0.7523,0.5000,0.2523,100.94,20.00,-49.64,71.3,-41.4,-1123.5,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
11.7825,0.7515,0.5000,0.2515,100.59,20.00,-62.23,58.4,-7.2,-1124.0,400.0,20.0,5000.0,0.0000,500,150,1.000000,480,242,22,1,1,1
11.8499,0.7512,0.5000,0.2512,100.47,20.00,-23.11,97.4,-138.3,-1133.3,400.0,20.0,5000.0,0.0000,500,150,1.000000,480,242,22,1,1,1
11.9134,0.7513,0.5000,0.2513,100.52,20.00,10.01,130.5,-233.1,-1148.1,400.0,20.0,5000.0,0.0000,500,150,1.000000,480,242,22,1,1,1
11.9814,0.7516,0.5000,0.2516,100.63,20.00,19.26,139.9,-241.8,-1164.5,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.0457,0.7521,0.5000,0.2521,100.85,20.00,43.77,164.6,-298.3,-1183.7,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.1140,0.7526,0.5000,0.2526,101.04,20.00,34.78,155.8,-244.5,-1200.4,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.1823,0.7526,0.5000,0.2526,101.03,20.00,-1.52,119.5,-114.3,-1208.2,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.2454,0.7525,0.5000,0.2525,100.98,20.00,-10.10,110.9,-88.6,-1213.8,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.3145,0.7521,0.5000,0.2521,100.85,20.00,-23.64,97.2,-50.6,-1217.3,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.3774,0.7515,0.5000,0.2515,100.59,20.00,-50.93,69.7,25.6,-1215.7,400.0,20.0,5000.0,0.0000,500,150,1.000000,480,242,22,1,1,1
12.4454,0.7515,0.5000,0.2515,100.59,20.00,0.00,120.6,-151.2,-1226.0,400.0,20.0,5000.0,0.0000,500,150,1.000000,480,242,22,1,1,1
12.5098,0.7515,0.5000,0.2515,100.59,20.00,0.00,120.6,-145.2,-1235.3,400.0,20.0,5000.0,0.0000,500,150,1.000000,480,242,22,1,1,1
12.5776,0.7519,0.5000,0.2519,100.76,20.00,31.20,152.0,-237.6,-1251.4,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.6456,0.7521,0.5000,0.2521,100.84,20.00,14.51,135.3,-169.1,-1262.9,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
12.7098,0.7520,0.5000,0.2520,100.80,20.00,-7.66,113.1,-93.5,-1268.9,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
12.7777,0.7519,0.5000,0.2519,100.75,20.00,-9.43,111.3,-91.8,-1275.2,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
12.8416,0.7516,0.5000,0.2516,100.63,20.00,-24.73,95.9,-47.8,-1278.2,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,242,22,1,1,1
12.9099,0.7515,0.5000,0.2515,100.59,20.00,-5.72,114.9,-116.2,-1286.2,400.0,20.0,5000.0,0.0000,500,150,1.000000,480,242,22,1,1,1
12.9774,0.7517,0.5000,0.2517,100.69,20.00,17.47,138.2,-188.2,-1298.9,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
13.0411,0.7517,0.5000,0.2517,100.70,20.00,2.12,122.8,-130.7,-1307.2,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
13.1092,0.7517,0.5000,0.2517,100.69,20.00,-1.99,118.7,-116.3,-1315.1,400.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
13.1751,0.7517,0.5000,0.2517,176.17,20.00,-4.07,192.1,-344.5,-1337.8,700.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
13.2419,0.7517,0.5000,0.2517,176.17,20.00,0.00,196.2,-326.9,-1359.7,700.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
13.3095,0.7518,0.5000,0.2518,176.26,20.00,9.57,205.8,-331.0,-1382.0,700.0,20.0,5000.0,0.0000,500,150,1.000000,481,241,22,1,1,1
13.3738,0.7515,0.5000,0.2515,176.04,20.00,-24.29,171.7,-200.4,-1394.9,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,241,22,1,1,1
13.4418,0.7515,0.5000,0.2515,176.04,20.00,0.00,196.0,-270.1,-1413.3,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,241,22,1,1,1
13.5060,0.7515,0.5000,0.2515,176.04,20.00,0.00,196.0,-255.4,-1429.7,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,241,22,1,1,1
13.5741,0.7515,0.5000,0.2515,176.03,20.00,-0.85,195.2,-241.0,-1446.1,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,241,22,1,1,1
13.6414,0.7515,0.5000,0.2515,176.03,20.00,-0.09,195.9,-234.3,-1461.9,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,241,22,1,1,1
13.7058,0.7515,0.5000,0.2515,176.03,20.00,0.00,196.0,-227.0,-1476.5,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,241,22,1,1,1
13.7739,0.7513,0.5000,0.2513,175.91,20.00,-12.59,183.3,-181.4,-1488.8,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
13.8374,0.7513,0.5000,0.2513,175.91,20.00,0.00,195.9,-220.8,-1502.9,700.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
13.9057,0.7515,0.5000,0.2515,251.54,20.00,17.87,289.4,-506.0,-1537.4,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
13.9737,0.7516,0.5000,0.2516,251.56,20.00,1.34,272.9,-411.8,-1565.4,1000.0,20.0,5000.0,0.0000,500,150,1.000000,481,240,22,1,1,1
14.0378,0.7514,0.5000,0.2514,251.44,20.00,-9.91,261.5,-349.0,-1587.8,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
14.1058,0.7513,0.5000,0.2513,251.34,20.00,-7.11,264.2,-340.0,-1610.9,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
14.1697,0.7513,0.5000,0.2513,251.34,20.00,0.25,271.6,-347.8,-1633.1,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
14.2378,0.7515,0.5000,0.2515,251.46,20.00,8.84,280.3,-359.8,-1657.6,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
14.3057,0.7508,0.5000,0.2508,250.84,20.00,-46.00,224.8,-171.9,-1669.3,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,239,22,1,1,1
14.3698,0.7515,0.5000,0.2515,251.47,20.00,49.21,320.7,-479.8,-1700.1,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,240,22,1,1,1
14.4379,0.7510,0.5000,0.2510,251.04,20.00,-31.32,239.7,-197.1,-1713.5,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,239,22,1,1,1
14.5020,0.7510,0.5000,0.2510,251.04,20.00,0.00,271.0,-302.7,-1732.9,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,239,22,1,1,1
14.5693,0.7507,0.5000,0.2507,250.73,20.00,-23.46,247.3,-222.7,-1747.9,1000.0,20.0,5000.0,0.0000,500,150,1.000000,480,239,22,1,1,1
14.6378,0.7497,0.5000,0.2497,249.73,20.00,-72.58,197.2,-72.1,-1752.8,1000.0,20.0,5000.0,0.0000,500,150,1.000000,479,239,22,1,1,1
14.7019,0.7488,0.5000,0.2488,248.81,20.00,-71.97,196.8,-95.9,-1758.9,1000.0,20.0,5000.0,0.0000,500,150,1.000000,479,239,22,1,1,1
14.7699,0.7468,0.5000,0.2468,246.76,20.00,-150.81,115.9,135.0,-1749.8,1000.0,20.0,5000.0,0.0000,500,150,1.000000,477,238,22,1,1,1
14.8332,0.7436,0.5000,0.2436,243.58,20.00,-250.62,13.0,404.8,-1724.1,1000.0,20.0,5000.0,0.0000,500,150,1.000000,475,238,22,1,1,1
14.9015,0.7399,0.5000,0.2399,239.91,20.00,-268.71,-8.8,389.4,-1697.6,1000.0,20.0,5000.0,0.0000,500,150,1.000000,473,239,22,1,1,1
14.9657,0.7352,0.5000,0.2352,235.16,20.00,-370.62,-115.5,644.9,-1656.2,1000.0,20.0,5000.0,0.0000,500,150,1.000000,470,238,22,1,1,1
15.0336,0.7304,0.5000,0.2304,230.40,20.00,-350.09,-99.7,491.1,-1622.8,1000.0,20.0,5000.0,0.0000,500,150,1.000000,467,239,22,1,1,1
15.1014,0.7244,0.5000,0.2244,224.36,20.00,-445.68,-201.3,728.7,-1573.4,1000.0,20.0,5000.0,0.0000,500,150,1.000000,463,239,22,1,1,1
15.1653,0.7170,0.5000,0.2170,217.01,20.00,-574.69,-337.7,1047.2,-1506.5,1000.0,20.0,5000.0,0.0000,500,150,1.000000,458,238,23,1,1,1
15.2338,0.7102,0.5000,0.2102,210.16,20.00,-500.29,-270.1,697.0,-1458.7,1000.0,20.0,5000.0,0.0000,500,150,1.000000,454,240,23,1,1,1
15.2973,0.7011,0.5000,0.2011,201.13,20.00,-710.65,-489.5,1293.0,-1376.6,1000.0,20.0,5000.0,0.0000,500,150,1.000000,448,239,23,1,1,1
15.3661,0.6940,0.5000,0.1940,194.00,20.00,-517.65,-303.7,557.2,-1338.3,1000.0,20.0,5000.0,0.0000,500,150,1.000000,444,240,23,1,1,1
15.4340,0.6851,0.5000,0.1851,185.13,20.00,-653.93,-448.8,957.2,-1273.3,1000.0,20.0,5000.0,0.0000,500,150,1.000000,438,240,23,1,1,1
15.4974,0.6765,0.5000,0.1765,176.48,20.00,-683.07,-486.6,973.7,-1211.6,1000.0,20.0,5000.0,0.0000,500,150,1.000000,432,241,23,1,1,1
15.5654,0.6672,0.5000,0.1672,167.24,20.00,-679.20,-492.0,893.8,-1150.8,1000.0,20.0,5000.0,0.0000,500,150,1.000000,427,241,23,1,1,1
15.6295,0.6574,0.5000,0.1574,157.37,20.00,-769.55,-592.2,1125.0,-1078.7,1000.0,20.0,5000.0,0.0000,500,150,1.000000,420,240,23,1,1,1
15.6978,0.6482,0.5000,0.1482,148.15,20.00,-674.97,-506.8,754.6,-1027.2,1000.0,20.0,5000.0,0.0000,500,150,1.000000,414,241,23,1,1,1
15.7660,0.6388,0.5000,0.1388,138.76,20.00,-688.37,-529.6,776.2,-974.2,1000.0,20.0,5000.0,0.0000,500,150,1.000000,408,242,23,1,1,1
15.8300,0.6289,0.5000,0.1289,128.91,20.00,-770.00,-621.1,1011.1,-909.5,1000.0,20.0,5000.0,0.0000,500,150,1.000000,402,241,23,1,1,1
15.8979,0.6193,0.5000,0.1193,119.29,20.00,-708.66,-569.4,773.4,-857.0,1000.0,20.0,5000.0,0.0000,500,150,1.000000,396,242,23,1,1,1
15.9620,0.6102,0.5000,0.1102,110.16,20.00,-711.62,-581.5,770.5,-807.6,1000.0,20.0,5000.0,0.0000,500,150,1.000000,390,242,23,1,1,1
16.0301,0.6003,0.5000,0.1003,100.26,50.00,-726.15,-575.9,715.7,-758.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,384,242,23,1,1,1
16.0971,0.5898,0.5000,0.0898,89.84,50.00,-777.71,-637.9,880.3,-699.9,1000.0,50.0,5000.0,0.0000,500,150,1.000000,377,241,23,1,1,1
16.1613,0.5817,0.5000,0.0817,81.70,50.00,-634.43,-502.7,413.0,-673.4,1000.0,50.0,5000.0,0.0000,500,150,1.000000,372,241,23,1,1,1
16.2298,0.5727,0.5000,0.0727,72.66,50.00,-659.92,-537.3,537.9,-636.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,366,242,23,1,1,1
16.2935,0.5631,0.5000,0.0631,63.12,50.00,-749.71,-636.6,845.9,-582.7,1000.0,50.0,5000.0,0.0000,500,150,1.000000,360,241,22,1,1,1
16.3614,0.5549,0.5000,0.0549,54.92,50.00,-603.28,-498.4,375.6,-557.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,355,241,22,1,1,1
16.4296,0.5465,0.5000,0.0465,46.46,50.00,-619.97,-523.5,478.0,-524.6,1000.0,50.0,5000.0,0.0000,500,150,1.000000,349,241,22,1,1,1
16.4941,0.5389,0.5000,0.0389,38.88,50.00,-587.77,-498.9,410.6,-498.1,1000.0,50.0,5000.0,0.0000,500,150,1.000000,344,241,22,1,1,1
16.5621,0.5328,0.5000,0.0328,32.78,50.00,-448.53,-365.7,15.1,-497.1,1000.0,50.0,5000.0,0.0000,500,150,1.000000,340,241,22,1,1,1
16.6254,0.5266,0.5000,0.0266,26.62,50.00,-486.08,-409.5,220.2,-483.1,1000.0,50.0,5000.0,0.0000,500,150,1.000000,337,241,22,1,1,1
16.6940,0.5219,0.5000,0.0219,21.87,50.00,-346.25,-274.4,-161.3,-494.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,334,241,22,1,1,1
16.7615,0.5174,0.5000,0.0174,17.45,50.00,-327.73,-260.3,-118.7,-502.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,331,241,22,1,1,1
16.8260,0.5142,0.5000,0.0142,14.18,50.00,-253.11,-188.9,-265.0,-519.3,1000.0,50.0,5000.0,0.0000,500,150,1.000000,329,241,22,1,1,1
16.8933,0.5115,0.5000,0.0115,11.51,50.00,-198.54,-137.0,-336.0,-541.9,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,241,21,1,1,1
16.9576,0.5102,0.5000,0.0102,10.16,50.00,-105.35,-45.2,-527.1,-575.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,326,241,21,1,1,1
17.0251,0.5092,0.5000,0.0092,9.25,50.00,-67.11,-7.9,-529.5,-611.6,1000.0,50.0,5000.0,0.0000,500,150,1.000000,325,241,21,1,1,1
17.0902,0.5090,0.5000,0.0090,9.03,50.00,-16.79,42.2,-578.4,-649.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,325,241,21,1,1,1
17.1574,0.5090,0.5000,0.0090,8.98,50.00,-3.53,55.5,-513.1,-683.7,1000.0,50.0,5000.0,0.0000,500,150,1.000000,325,241,21,1,1,1
17.2251,0.5095,0.5000,0.0095,9.48,50.00,36.61,96.1,-548.5,-720.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,326,241,21,1,1,1
17.2897,0.5099,0.5000,0.0099,9.87,50.00,30.06,89.9,-439.7,-749.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,326,241,21,1,1,1
17.3574,0.5114,0.5000,0.0114,11.39,50.00,112.45,173.8,-630.7,-791.9,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,241,21,1,1,1
17.4215,0.5124,0.5000,0.0124,12.41,50.00,79.83,142.2,-442.1,-820.3,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,241,21,1,1,1
17.4899,0.5144,0.5000,0.0144,14.40,50.00,145.56,210.0,-592.8,-860.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,329,241,21,1,1,1
17.5580,0.5164,0.5000,0.0164,16.41,50.00,146.94,213.3,-527.4,-896.7,1000.0,50.0,5000.0,0.0000,500,150,1.000000,330,241,21,1,1,1
17.6214,0.5189,0.5000,0.0189,18.85,50.00,193.15,262.0,-616.1,-935.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,332,241,21,1,1,1
17.6895,0.5210,0.5000,0.0210,20.99,50.00,157.11,228.1,-440.7,-965.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,333,241,21,1,1,1
17.7540,0.5236,0.5000,0.0236,23.61,50.00,203.17,276.8,-549.6,-1001.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,335,240,21,1,1,1
17.8218,0.5258,0.5000,0.0258,25.84,50.00,163.95,239.8,-380.8,-1027.0,1000.0,50.0,5000.0,0.0000,500,150,1.000000,336,241,22,1,1,1
17.8894,0.5287,0.5000,0.0287,28.71,50.00,212.58,291.3,-512.6,-1061.7,1000.0,50.0,5000.0,0.0000,500,150,1.000000,338,241,21,1,1,1
17.9534,0.5312,0.5000,0.0312,31.16,50.00,191.60,272.8,-411.3,-1088.0,1000.0,50.0,5000.0,0.0000,500,150,1.000000,339,241,21,1,1,1
18.0220,0.5339,0.5000,0.0339,33.89,50.00,198.79,282.7,-414.6,-1116.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,341,240,21,1,1,1
18.0856,0.5362,0.5000,0.0362,36.18,50.00,179.44,265.6,-335.5,-1137.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,343,241,22,1,1,1
18.1535,0.5386,0.5000,0.0386,38.57,50.00,176.59,265.2,-320.3,-1159.6,1000.0,50.0,5000.0,0.0000,500,150,1.000000,344,241,21,1,1,1
18.2216,0.5409,0.5000,0.0409,40.91,50.00,171.61,262.5,-301.1,-1180.0,1000.0,50.0,5000.0,0.0000,500,150,1.000000,346,241,21,1,1,1
18.2859,0.5429,0.5000,0.0429,42.93,50.00,157.19,250.1,-255.0,-1196.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,347,241,21,1,1,1
18.3540,0.5450,0.5000,0.0450,45.03,50.00,153.90,248.9,-250.3,-1213.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,348,241,21,1,1,1
18.4175,0.5465,0.5000,0.0465,46.48,50.00,114.18,210.7,-131.3,-1221.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,349,240,21,1,1,1
18.4858,0.5480,0.5000,0.0480,48.03,50.00,113.38,211.4,-149.4,-1232.0,1000.0,50.0,5000.0,0.0000,500,150,1.000000,350,241,21,1,1,1
18.5537,0.5485,0.5000,0.0485,48.50,50.00,34.81,133.3,80.6,-1226.6,1000.0,50.0,5000.0,0.0000,500,150,1.000000,351,240,21,1,1,1
18.6175,0.5489,0.5000,0.0489,48.89,50.00,30.62,129.5,50.0,-1223.4,1000.0,50.0,5000.0,0.0000,500,150,1.000000,351,241,21,1,1,1
18.6861,0.5486,0.5000,0.0486,48.64,50.00,-18.30,80.3,166.9,-1211.9,1000.0,50.0,5000.0,0.0000,500,150,1.000000,351,241,21,1,1,1
18.7499,0.5480,0.5000,0.0480,48.03,50.00,-48.04,50.0,212.1,-1198.4,1000.0,50.0,5000.0,0.0000,500,150,1.000000,350,241,21,1,1,1
18.8176,0.5466,0.5000,0.0466,46.57,50.00,-107.40,-10.8,348.8,-1174.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,349,241,21,1,1,1
18.8856,0.5453,0.5000,0.0453,45.29,50.00,-94.05,1.2,244.4,-1158.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,348,241,21,1,1,1
18.9498,0.5435,0.5000,0.0435,43.54,50.00,-136.44,-42.9,332.6,-1136.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,347,240,21,1,1,1
19.0177,0.5419,0.5000,0.0419,41.90,50.00,-120.67,-28.8,231.4,-1121.1,1000.0,50.0,5000.0,0.0000,500,150,1.000000,346,241,21,1,1,1
19.0812,0.5398,0.5000,0.0398,39.84,50.00,-161.99,-72.1,325.8,-1100.4,1000.0,50.0,5000.0,0.0000,500,150,1.000000,345,240,21,1,1,1
19.1499,0.5382,0.5000,0.0382,38.21,50.00,-118.91,-30.7,146.9,-1090.3,1000.0,50.0,5000.0,0.0000,500,150,1.000000,344,241,21,1,1,1
19.2176,0.5364,0.5000,0.0364,36.42,50.00,-132.02,-45.6,170.1,-1078.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,343,240,21,1,1,1
19.2813,0.5347,0.5000,0.0347,34.67,50.00,-137.62,-53.0,168.2,-1068.1,1000.0,50.0,5000.0,0.0000,500,150,1.000000,342,241,21,1,1,1
19.3494,0.5331,0.5000,0.0331,33.07,50.00,-117.75,-34.7,88.7,-1062.1,1000.0,50.0,5000.0,0.0000,500,150,1.000000,341,240,21,1,1,1
19.4127,0.5312,0.5000,0.0312,31.16,50.00,-150.45,-69.3,185.4,-1050.3,1000.0,50.0,5000.0,0.0000,500,150,1.000000,339,241,21,1,1,1
19.4816,0.5294,0.5000,0.0294,29.39,50.00,-128.24,-48.8,98.9,-1043.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,338,241,21,1,1,1
19.5458,0.5277,0.5000,0.0277,27.74,50.00,-128.90,-51.2,96.2,-1037.3,1000.0,50.0,5000.0,0.0000,500,150,1.000000,337,241,21,1,1,1
19.6135,0.5260,0.5000,0.0260,26.04,50.00,-125.29,-49.2,81.3,-1031.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,336,240,21,1,1,1
19.6818,0.5245,0.5000,0.0245,24.53,50.00,-110.64,-36.1,34.2,-1029.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,335,241,21,1,1,1
19.7455,0.5230,0.5000,0.0230,23.05,50.00,-116.55,-43.5,57.5,-1025.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,334,241,21,1,1,1
19.8139,0.5216,0.5000,0.0216,21.57,50.00,-108.01,-36.4,32.8,-1023.6,1000.0,50.0,5000.0,0.0000,500,150,1.000000,333,241,21,1,1,1
19.8780,0.5203,0.5000,0.0203,20.29,50.00,-99.98,-29.7,12.6,-1022.8,1000.0,50.0,5000.0,0.0000,500,150,1.000000,332,241,21,1,1,1
19.9457,0.5187,0.5000,0.0187,18.66,50.00,-119.99,-51.3,83.1,-1017.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,331,241,21,1,1,1
20.0138,0.5176,0.5000,0.0176,17.64,50.00,-74.88,-7.2,-59.9,-1021.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,331,241,21,1,1,1
20.0780,0.5163,0.5000,0.0163,16.32,50.00,-103.07,-36.8,44.9,-1018.4,1000.0,50.0,5000.0,0.0000,500,150,1.000000,330,241,21,1,1,1
20.1457,0.5153,0.5000,0.0153,15.32,50.00,-73.75,-8.4,-44.6,-1021.4,1000.0,50.0,5000.0,0.0000,500,150,1.000000,329,240,21,1,1,1
20.2097,0.5145,0.5000,0.0145,14.52,50.00,-62.46,2.1,-66.6,-1025.6,1000.0,50.0,5000.0,0.0000,500,150,1.000000,329,241,21,1,1,1
20.2779,0.5135,0.5000,0.0135,13.49,50.00,-75.77,-12.3,-9.3,-1026.3,1000.0,50.0,5000.0,0.0000,500,150,1.000000,328,240,21,1,1,1
20.3460,0.5128,0.5000,0.0128,12.80,50.00,-50.80,12.0,-80.4,-1031.7,1000.0,50.0,5000.0,0.0000,500,150,1.000000,328,240,21,1,1,1
20.4099,0.5121,0.5000,0.0121,12.11,50.00,-53.86,8.3,-55.2,-1035.3,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,241,21,1,1,1
20.4780,0.5117,0.5000,0.0117,11.73,50.00,-27.47,34.3,-126.6,-1043.9,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,240,21,1,1,1
20.5422,0.5127,0.5000,0.0127,12.68,50.00,73.74,136.4,-425.2,-1071.2,1000.0,50.0,5000.0,0.0000,500,150,1.000000,328,241,21,1,1,1
20.6101,0.5131,0.5000,0.0131,13.08,50.00,29.31,92.4,-231.3,-1086.9,1000.0,50.0,5000.0,0.0000,500,150,1.000000,328,241,21,1,1,1
20.6779,0.5134,0.5000,0.0134,13.37,50.00,21.33,84.7,-179.9,-1099.1,1000.0,50.0,5000.0,0.0000,500,150,1.000000,328,240,21,1,1,1
20.7420,0.5133,0.5000,0.0133,13.32,50.00,-3.51,59.8,-83.9,-1104.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,328,241,21,1,1,1
20.8098,0.5129,0.5000,0.0129,12.93,50.00,-28.71,34.2,0.3,-1104.4,1000.0,50.0,5000.0,0.0000,500,150,1.000000,328,241,21,1,1,1
20.8738,0.5121,0.5000,0.0121,12.12,50.00,-63.18,-1.1,102.9,-1097.9,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,241,21,1,1,1
20.9417,0.5119,0.5000,0.0119,11.86,50.00,-19.19,42.7,-53.0,-1101.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,240,21,1,1,1
21.0100,0.5119,0.5000,0.0119,11.90,50.00,2.45,64.3,-118.1,-1109.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,240,21,1,1,1
21.0733,0.5125,0.5000,0.0125,12.45,50.00,43.63,106.1,-236.9,-1124.5,1000.0,50.0,5000.0,0.0000,500,150,1.000000,327,240,21,1,1,1
